id	name	type
7DB27B6C	eyal amir	author
7DCED0FB	michael k ng	author
7DD0E3D6	lei chen	author
7DD5EFDB	michael hay	author
7DDCDD3F	yueshan xiong	author
7DE43FE2	hyungil ahn	author
7DEE1ABC	camillo j taylor	author
7DF1801F	nicholas r jennings	author
7E0B87E2	kentaro toyama	author
7E128ED9	philippe beaudoin	author
7E33B425	martin kersten	author
7E468250	taku kudo	author
7E47087D	daphne koller stanford	author
7E4A3CDB	claudio gentile	author
7E6096BB	xuedong gao	author
7E6943F8	rino falcone	author
7E696572	sinno jialin pan	author
7E933647	andrea h mason	author
7E9400E7	a e patrick	author
7EC2F7FC	anne m denton	author
7ECAA130	lian yan	author
7EE22DE0	george ferguson	author
7EEA4664	g z sun	author
7EEBB1DE	anthony aue	author
7EFC48EC	darrell whitley	author
7F13E6C7	aiti aw	author
7F1441EE	mark devaney	author
7F454201	zoltan gabor	author
7F4E8B68	michael t goodrich	author
7F62A991	richard p lippmann	author
7F79B7BA	gisela mendez	author
7FA25DB5	xiaofeng yang	author
7FA4B495	deng cai	author
7FD9E4BF	bruce randall donald	author
7FDEEE9D	chang huang	author
7FEAE69B	rui cai	author
8005485D	jenny yuen	author
800B62F9	koutarou suzuki	author
803CC126	pat langley	author
80609286	uri klein	author
806DFB5B	j christopher beck	author
807B9FFD	chihcheng hsu	author
80870C85	lin deng	author
808DF076	shy shoham	author
80A81E8E	k p lee	author
80AB9104	ralph r martin	author
80B06F45	edward a fox	author
80B39721	yiming yang	author
80BEF4BA	m w collins	author
80C4E87A	jason a palmer	author
80DC66F3	jidong wang	author
80EAF077	joel chenu	author
80EB3A38	david koller	author
80EBE2A1	saad m khan	author
80ED6C39	ziyu guan	author
80F446E3	xibei jia	author
80FC9B8D	peng dai	author
810B6121	klausrobert muller	author
81109690	jeff schneider	author
81197C3C	wagner meira	author
8128B63B	chunyi shi	author
812F611E	haiqin yang	author
813B5C30	christopher c vogt	author
814840C9	min qin	author
814ECAD2	kimihiko hori	author
81B487E5	xiaoyun wu	author
81D5477F	rui li	author
822602D8	steve hanks	author
82C843C6	wai kit wong	author
82E9E175	bing liu	author
832F66F4	wei lu	author
836526A8	sougata mukherjea	author
83963CF4	michael f cohen	author
83B252DF	silvia richter	author
83E26196	itsuki noda	author
84076A1D	hector corrada bravo	author
841C0651	padhraic smyth	author
84742D3C	josephine sullivan	author
8484A094	dinesh manocha	author
848A8859	vijay viswanathan	author
8491DE39	cassidy j curtis	author
84A70F6B	yezzi	author
84AF0145	donlin yang	author
84DDF69D	julien prados	author
84DED23E	amit hoze	author
84F4415E	u feigc	author
84F6DCAB	patrick cates	author
85018611	forsyth	author
85314534	yair weiss	author
853E3CB4	reimer kuhn	author
855A5B7F	thomas george	author
856B0459	diane kelly	author
8592B402	thomas hofmann	author
85A673FE	michkle sebag	author
85CDF8D8	r h gong	author
85D69589	xiaoyu wang	author
85E7EE6E	chris carter	author
8619CE0D	f heitger	author
861F6C66	alex kleeman	author
011FA885	nikos mamoulis	author
014F5B3B	dmitri v kalashnikov	author
0158FA97	chinatsu aone	author
025ED93C	mihai surdeanu	author
03C0D031	peter druschel	author
0730FDDA	john v guttag	author
07B40BCB	janet hitzeman	author
09771C34	christo panchev	author
0A98F342	eckart zitzler	author
0AA6D7A7	shlomo zilberstein	author
0BFD5687	varun gulshan	author
0CEA12F5	simon winder	author
0D1A2EC2	edward h adelson	author
0E6B17FD	fabian sinz	author
0E811613	ali khoshgozaran	author
0E9EF3EB	mary c whitton	author
0F489097	ethan eade	author
0FA717EE	yoelle s maarek	author
100C0426	kam	author
1048A67C	jeffrey mark siskind	author
1073EB61	carl m kadie	author
1209DC06	susan r fussell	author
13170639	karen livescu	author
136F6423	dietmar saupe	author
15973633	rafael h bordini	author
1719E932	j gregory trafton	author
197BC2CE	alejandro buchmann	author
1A0191CC	douglas aberdeen	author
1B2DEF0A	janet l kolodner	author
2ABA421D	chris poultney	author
2BB89177	hartmut neven	author
2BF2E7A7	paul layzell	author
31AF2130	tomas kocka	author
483DCC37	preben alstrom	author
4A179DE5	james hendler	author
6601B4AF	alessandro magnani	author
6E143B6C	sergey melnik	author
70D49BC2	ying sai	author
712DF32A	matthias bethge	author
71AFFE8A	setsuo arikawa	author
75012E10	hisao tamaki	author
758D0975	bethany r leffler	author
758F1E9D	nigel duffy	author
75BE13B1	robert e kraut	author
75FFA8AC	ben p yuhas	author
7616DC46	christian widmer	author
761F5A9B	j stallkamp	author
76597983	scott douglass	author
7662630E	dan suciu	author
7663864A	brian dunkel	author
76A688CE	rob fergus	author
76D36103	prasad tadepalli	author
772BB923	paul over	author
775E803F	george saon	author
77ECDA97	antonio robleskelly	author
788211C5	moshe guttmann	author
79731492	arindam banerjee	author
79734997	franz baader	author
799450E8	attilio giordana	author
79AAF1E7	tom duchamp	author
79B11D9B	craig silverstein	author
7A0838AF	sheila mcilraith	author
7A146798	tony jebara	author
7A176DE0	lamjed ben said	author
7A264808	manfred k warmuth	author
7A41C4D3	john j grefenstette	author
7AC5C38E	sridhar rajagopalan	author
7AF1A7B4	raphael hauser	author
7B011013	andreas gawelczyk	author
7B5B5847	ramakrishnan srikant	author
7B6925E9	alexander birukov	author
7B69C2DE	i c g campbell	author
7BD22E05	rohit khandekar	author
7C12D03A	mitchell a potter	author
7C43BB6E	li ding	author
7CA1728A	jun sakuma	author
7D114365	gaja e jarosz	author
7D117373	mark johnson	author
7D158FA1	wei zhao	author
7D182609	antonio bahamonde	author
7D2976B6	ravi kumar	author
7D464913	anbang xu	author
7D4C3759	venu govindaraju	author
7D58C551	mark e oxley	author
7D5B1BAF	sajib dasgupta	author
7D757F8C	raghavan anand	author
7D87E29C	james c french	author
7D94C42E	benedict j brown	author
7DB24E85	jindan zhou	author
7DCCD94E	zhengdong lu	author
7DD6D0B2	kevin lee	author
7DE068ED	jinglu hu	author
7DEC7B1C	sujatha das	author
7E1F9849	s y zeng	author
7E24AE87	jurgen schmidhuber	author
7E2B669B	quoc v le	author
7E30A5FB	yosi mass	author
7E4BF27C	wayne h ward	author
7E94B169	kushal dave	author
7EA6E6DB	lillian lee	author
7EB0AFC1	david crandall	author
7EB60516	manish gupta	author
7EBCF18A	lior wolf	author
7EBEF19B	rebecca castano	author
7ED117A4	johannes hirche	author
7EDF93A5	cary phillips	author
7F2DFA60	timo wolf	author
7F399436	qing zhang	author
7F535E45	monica s lam	author
7F6210B5	sandeep pandey	author
7F6480A1	s sundararajan	author
7F67262D	shigeyoshi tsutsui	author
7F67D084	kun zhou	author
7F68E364	li zhang	author
7F7CEEDC	philippe smets	author
7F85D6F1	e james whitehead	author
7F9907E3	s r zhang	author
7FA26E71	herbert e fuchs	author
7FA50979	patrick roos	author
7FA97BAC	lei tang	author
7FAEBAA3	sean b holden	author
7FD90056	yuan ding	author
7FE21AA9	grant wang	author
7FE51C47	chang chui	author
7FE99801	jinglei zhao	author
7FFD96A4	ungu kang	author
7FFFD2F2	van gool	author
80006CCF	michael j franklin	author
803D189A	aron culotta	author
8049F524	shuyi zheng	author
8056EA45	tim mcinerney	author
806DCF8E	edward y chang	author
80929AC3	jerome h friedman	author
80949D42	david m silver	author
809A6070	eugene hsu	author
809CC40E	nuno lopes	author
809EFC2E	isabel rojas	author
809F6DBC	huajun zeng	author
809F9CBA	chuan xiao	author
80AEB29A	foster provost	author
80BD160F	bob price	author
80F1C834	lingzhi zhao	author
80F3D61E	xiaolei li	author
80FFFD1F	denver h dash	author
81022AD1	mauricio alvarez	author
810F0F1E	peng zhang	author
811190E3	ninghui li	author
811CBB18	w bradley knox	author
812481D3	mark reichert	author
8125EA5C	ryan s baker	author
8133FD9E	andrew carlson	author
81391803	lynette hirschman	author
8147AC21	peter f stadler	author
81DE04DF	stuart smith	author
824D5ED5	williams	author
82817E59	deepayan chakrabarti	author
8282BB50	circle wrightpatterson afb	author
8291F2FB	ben north	author
82964E3D	andrew zimdars	author
82B20D8B	jin huang	author
82B6E3A8	niklas elmqvist	author
82C8E351	georgia koutrika	author
82E58DAF	z ren	author
832BC4EF	yuan wang	author
833B1CA2	mitsutoshi iino	author
83D6952B	paolo frasconi	author
84226F9A	guoqing xu	author
8478DEEE	simon hawkins	author
8479D577	dan geiger	author
849819C6	sclaroff	author
84B9BC0B	jian zhang	author
84BB808E	wei tong	author
84C0EFEC	xiaohuan corina wang	author
84D162F3	david ryu	author
84F6F3F8	wei wang	author
8509C5FF	adras a benczur	author
8512C73A	gao cong	author
85316E3A	soumya ray	author
853CA867	tomasz radzik	author
855FFED2	nachiappan nagappan	author
85A8D5D5	dan suciu	author
8600AD4C	kuiyu chang	author
8623BDEB	andrew w moore	author
862675F7	adrian cox	author
86288E43	francesco bonchi	author
8636EE3E	michal rosenzvi	author
86382764	adam d i kramer	author
015CE7A3	peter g polson	author
02B8FE08	carlotta domeniconi	author
045BBD01	jatin chhugani	author
049EFF7C	shlomo argamon	author
0519E002	milos hauskrecht	author
05BCC675	solomon eyal shimony	author
05BFD32E	george anton kiraz	author
0624A287	norbert fuhr	author
064E7903	lin padgham	author
06BE0632	rebecca j passonneau	author
07B8EBD2	peter litwinowicz	author
07C452B3	richard k belew	author
094AF3A8	guy vaysseix	author
099E99DB	yves bastide	author
0C6B13BB	cynthia dwork	author
0D9FE97E	nancy s pollard	author
0E98294D	karrie karahalios	author
0F4A1C0A	verena heidrichmeisner	author
0F67D61D	dani lischinski	author
0F9A2E86	kevin b korb	author
10801171	matthew d schmill	author
11BBBC61	florent segonne	author
11FD5DB6	eugene	author
12857062	heikki mannila	author
132A9E2F	david m blei	author
13E19F99	frank van harmelen	author
16E11179	tomek strzalkowski	author
289D217F	ramesh nallapati	author
29F54818	michael c mozer	author
32248091	georg schnitger	author
32F78540	thilo mahnig	author
4153E576	guy n rothblum	author
417D39CF	mihael ankerst	author
47ACB7B6	gabriel wachman	author
4A1AEC96	stefan ruping	author
5AFDD7CA	t t friess	author
5F4A936E	martin v butz	author
6995D31F	paul b kantor	author
708BB8E7	martin roscheisen	author
70A86379	ulrich neumann	author
72BF5338	a shaikhouni	author
73940C80	michiel o noordewier	author
74FFE20D	dragos d margineantu	author
7534A72D	david hogg	author
7554A5BA	jaime teevan	author
758EB3EC	steffen bickel	author
760B160D	jerry kiernan	author
76515A9B	hsingkuo pao	author
76B5BE7C	pascale thevenodfosse	author
77529C17	masakatsu kourogi	author
77561DC3	kunal punera	author
775F40D2	peter l pirolli	author
776ABE7F	bhavani thuraisingham	author
776F43FD	martin riedmiller	author
77713473	kilian q weinberger	author
77DBCC33	chris f kemerer	author
78106307	thomas zimmermann	author
7881DC74	jonathan l shapiro	author
789990F8	neal lathia	author
78EA047C	ronaldo c prati	author
791DFD7C	thore graepel	author
7942DF36	masaki fukuchi	author
79490B7F	gabor lugosi	author
79BB0B06	kevin w bowyer	author
7AA7690A	ken hinckley	author
7B42E456	ellen m voorhees	author
7B62DBAE	lynn s broderick	author
7C222F30	henri prade	author
7C838041	kristen grauman	author
7D0BA551	teresa mah	author
7D4BEDC5	wengkeen wong	author
7D4DF4AB	anil k malhotra	author
7D50DABD	siegfried nijssen	author
7D630912	daehyun kim	author
7D81C940	seyda ertekin	author
7D86D1FF	jeanphilippe tardif	author
7DCFF59F	robert g price	author
7DD16660	xiaogang wang	author
7DD1ABE3	james a landay	author
7DD6A30D	fredrik kahl	author
7DD9DD48	blai bonet	author
7DEFDDC2	robert a amar	author
7E02D727	thomas r gruber	author
7E12A477	tilke judd	author
7E20DC19	matthias scholz	author
7E39F349	deepak kumar verma	author
7E442745	angela z wagner	author
7E63B97C	richard s sutton	author
7E7853FE	russell bent	author
7E7B3F3F	chris watkins	author
7E87C769	mitsuru nakai	author
7E988A96	lei tan	author
7EAA8442	philip s yu	author
7EAF1801	eric glover	author
7EB628DE	djoerd hiemstra	author
7EC23152	yunpeng li	author
7EC946AD	clifford nass	author
7EE55AF9	shixi chen	author
7EE8BFAC	tsuhan chen	author
7EEF098B	furu wei	author
7EF6F280	paolo remagnino	author
7EFA1A48	kangkang yin	author
7EFC2E28	masashi sugiyama	author
7EFE8C75	nathan n liu	author
7F119A13	steve chien	author
7F16A4B5	ralitsa angelova	author
7F1AEE08	arthur choi	author
7F22EABF	donald s burke	author
7F48F6FD	martha palmer	author
7F5456B2	niloy j mitra	author
7F5F7DD1	joydeep sen sarma	author
7F74AA33	haibin ling	author
7F74F088	weixiong zhang	author
7F80E4F8	sing bing kang	author
7F84BE72	kofi boakye	author
7FB9D2C8	yushi jing	author
7FC33699	wanyen lo	author
7FD1D863	john cavazos	author
7FE9AE96	alex rogers	author
80000FAB	daishi harada	author
800288A9	long zhu	author
8013E51C	christopher m p russell	author
801D9C6F	r g rastogi	author
80209936	daniel grobe sachs	author
8037FD3F	adam meyerson	author
803899DA	jane huffman hayes	author
8092A8AC	antonio torralba	author
8099CF5C	surya nepal	author
80D701C0	paul g howard	author
80E55842	bruce hayes	author
811051D8	liangliang cao	author
8128DDE0	shantanu godbole	author
81661A94	mema roussopoulos	author
816EF836	david pinto	author
817CE6F1	jordan pollack	author
81DECE42	linda m peelen	author
81F7CE1B	diane kelly	author
826BC983	christian kray	author
8270E609	bruno a olshausen	author
82D5C7EF	prabhakar raghavan	author
82FC8EFF	rohit khare	author
8347F2F4	david b anderson	author
83E5CC71	raghav kaushik	author
84A36FC4	meila	author
84BA2870	tad hogg	author
84D0CD13	jehanbesson	author
84E9BB41	faugeras	author
84EBF61D	rocco a servedio	author
8500A0C0	shivakumar vaithyanathan	author
85100088	magdalena balazinksa	author
8525938D	shuchi chawla	author
8539324C	matthew j beal	author
853C0ABD	david johnson	author
8547860D	n v vinodchandran	author
85C6F449	daniel gruhl	author
85D2DF20	anna pryor	author
85EE243B	p roy	author
86027B47	gianluca bontempi	author
86074091	perake larson	author
861F5932	daniel marcu	author
86201E4A	leen	author
86222A3A	michael o duff	author
862A8FA5	kr muller	author
86331AED	masashi yamamoto	author
0046FB49	constantin f aliferis	author
00D777ED	mirko visontai	author
00ECF1FC	arvind hulgeri	author
03F31956	michael emmerich	author
0427CEA2	steven j bradtke	author
059599F4	mira mezini	author
064DB80A	volodymyr mnih	author
06B331EB	eyal evendar	author
08983B74	evangelos kalogerakis	author
0AE6BF0E	elke achtert	author
0BA94663	mijail d serruya	author
0C50D565	vincent lepetit	author
0FAC734F	starck	author
14B2596C	charuta nakhe	author
14E62FFA	paul s heckbert	author
2493BB28	kathleen mckeown	author
2D8E7A23	luis enrique suear	author
36B7E3C9	bryan e usevitch	author
42683DE6	philip beineke	author
4BD25B81	william agassounon	author
549E8BA2	evangelos kanoulas	author
5A7FBE17	miroslav dudik	author
5F91B200	deva ramanan	author
62B8C0B1	dimitrios gunopulos	author
698516F1	francesco orabona	author
74214931	horst bunke	author
752CFFDC	tinne tuytelaars	author
753F885E	kenneth dejong	author
754E7A28	severin stalder	author
757F1634	floris geerts	author
75F804F5	dominique brodbeck	author
7620AC91	sara a solla	author
762A334F	george lapis	author
765C258B	andrea giovannucci	author
767FB405	michael mitzenmacher	author
768CC070	christian bierwirth	author
76998B55	kenrick j mock	author
76FB4C7B	deepak ramachandran	author
773A5498	rainer gawlick	author
7742AF69	ben mcgarry	author
7743F236	jurgen laurijssen	author
77998A73	j b poline	author
77AB7A88	edward snelson	author
77EF2BF8	clifford a brunk	author
77F439C9	richard mcconachy	author
7831F17D	samy bengio	author
783D85C1	guenole c m silvestre	author
785A3070	erina takikawa	author
7869615E	lewis girod	author
78BD1BF5	stefan klanke	author
78C241A2	clifton forlines	author
78DCF45B	christian meilicke	author
79775225	jeremy ginsberg	author
7992340A	thomas fritz	author
7993F95E	stephen a vavasis	author
7A71572A	dana nau	author
7A8188AA	aaron p shon	author
7AD55B4F	craig boutilier	author
7B0C498E	frances aldrich	author
7B12EC85	allen condit	author
7B2D6553	adam janin	author
7B32657C	jens gottlieb	author
7B46D9F2	katia sycara	author
7B6A79E9	r manmatha	author
7B6ED9F5	bin cui	author
7B885F54	george vogiatzis	author
7BF64D81	timothy r malkemus	author
7C148704	hayri sever	author
7C56599D	donald p greenberg	author
7C5D3EE9	ray liere	author
7C5F512B	radek grzeszczuk	author
7CA6A791	hussein yahia	author
7CB1BDE5	nebojsa jojic	author
7CFF479A	jordi sabater	author
7D134D16	daniel molina	author
7D24EC35	andrew mcgregor	author
7D347A8B	james c lester	author
7D399FDD	robert p goldman	author
7D4C0E2F	michael ernst	author
7D525DC9	jianping li	author
7D7217BF	xinguo liu	author
7D75E422	shimon ullman	author
7D89B53D	enric marti	author
7D9F4438	amruta joshi	author
7DB08B64	kousuke kimura	author
7DB51206	alan a stocker	author
7DD1998F	seungtaek park	author
7DDE9B82	srini narayanan	author
7DE6713C	tao zhang	author
7E00DC60	anthony barrett	author
7E01B10D	jonathan baxter	author
7E023951	toby sharp	author
7E06CC56	amit somani	author
7E0C0831	edgar dahl	author
7E164A8B	d s c so	author
7E5EDE54	bikramjit banerjee and peter stone	author
7E872AD0	xiaolei huang	author
7E9C8E4A	zoran v popovic	author
7EA7D819	cullen jennings	author
7EAC97EE	zhuolin jiang	author
7EB072B7	stephanie sage	author
7EC12BFB	paul aarseth	author
7ECEAD1F	christian lange	author
7ED69735	lloyd rutledge	author
7EDB69C9	mark w newman	author
7F13544F	eelco visser	author
7F14364B	martin gibbs	author
7F156EDA	owen rambow	author
7F361837	bruce croft	author
7F67544A	hilda hardy	author
7F72C078	j y lin	author
7F794371	jane liu	author
7F81CB23	evan schrier	author
7FAAD3E0	taku kudo	author
7FC1D159	lorien pratt	author
7FD51D59	xiaoyin wang	author
7FEBB481	anitha kannan	author
7FF53800	joydeep ghosh	author
8005F626	nam h pham	author
800F2571	bo huang	author
80672F97	ashutosh garg	author
809572A8	shuigeng zhou	author
80E9D43D	qinglong hu	author
8110B4AE	peter rockett	author
8113BB36	kannan ramchandran	author
81159834	jakob nielsen	author
8120CCE9	song wang	author
81219EBD	adam albright	author
81601383	lars arge	author
81616BD8	tian zhang	author
8170E70E	sreerama k murthy	author
81787207	cesar a santana	author
81F2859F	charles a micchelli	author
81F4A4C3	curtis hendrickson	author
82022B76	ken wakita	author
82566091	tobias kuipers	author
82B33CB0	dan roth	author
82BAA904	markus gross	author
82CAF383	savitha srinivasan	author
830DA4B2	kari pulli	author
844C941F	roberto figueira santos filho	author
847DAFA4	paul merrell	author
8481F17F	vidalnaquet	author
848CDF84	david shaw	author
84A130D1	srini narayanan	author
84A4DAF6	tappen	author
84AD2912	perona	author
84B8F5B1	yann le cun	author
84CA79B8	harry g george	author
84E9B2D4	lacroix	author
